agent_id,x_rev,y_rev,total_rev,approach_dwell,duration,detour_ratio,start_x,start_y,end_x,end_y,gate_idx
157,18,14,32,10.7,10.7,1.54,7.3,18.5,9.3,13.9,5
159,4,8,12,6.0,10.0,1.1,4.2,17.9,9.3,14.6,5
163,4,2,6,7.7,9.3,1.16,6.1,17.7,9.4,12.9,3
165,12,27,39,7.1,11.1,1.26,3.6,15.1,9.6,13.5,5
168,1,2,3,4.0,6.3,1.16,6.1,16.8,10.4,14.6,5
169,4,7,11,7.2,12.2,1.1,4.8,16.9,9.6,14.0,5
170,2,7,9,4.2,7.9,1.05,5.1,15.8,9.4,13.5,5
174,2,6,8,3.2,4.2,1.06,6.5,15.5,10.2,14.4,5
175,18,14,32,7.2,12.0,1.39,3.8,17.4,9.1,14.9,5
179,4,2,6,5.9,7.1,1.25,6.5,14.9,9.4,11.9,2
180,4,1,5,4.5,10.6,1.11,4.4,16.7,9.7,13.4,5
181,0,3,3,4.6,9.9,1.04,4.8,16.6,9.4,13.9,5
182,0,7,7,4.3,8.6,1.05,4.3,15.8,9.2,14.1,5
185,2,2,4,4.9,5.9,1.13,6.1,17.1,9.8,14.6,5
187,0,1,1,3.3,6.5,1.05,4.6,15.0,9.7,11.3,2
193,3,1,4,3.9,8.3,1.11,4.3,15.4,10.1,11.4,2
195,0,2,2,4.1,7.6,1.09,3.8,16.7,10.0,11.9,2
196,10,9,19,5.5,11.6,1.21,3.6,17.2,9.4,14.0,5
199,0,1,1,3.0,6.6,1.07,3.9,15.2,9.9,11.4,2
202,28,21,49,8.9,10.1,2.17,6.7,16.1,9.4,14.4,5
203,4,2,6,1.4,7.9,1.14,4.9,17.9,8.9,12.6,3
205,0,2,2,3.1,7.5,1.07,3.7,15.9,10.2,11.9,2
206,0,3,3,2.2,5.5,1.08,5.0,16.0,8.9,12.8,3
207,0,0,0,1.6,5.8,1.04,4.0,16.7,8.6,12.8,3
209,2,0,2,2.0,6.9,1.08,3.7,17.0,9.4,11.0,1
210,0,0,0,1.2,7.1,1.08,4.5,17.5,8.6,12.0,2
212,6,6,12,1.8,8.3,1.14,4.1,17.0,9.4,12.4,3
214,0,0,0,2.3,6.9,1.06,4.5,16.6,8.9,11.1,1
218,10,6,16,7.5,8.9,1.23,6.4,16.5,8.4,13.0,3
220,6,0,6,4.7,9.6,1.1,5.4,17.6,9.0,10.3,0
222,0,5,5,3.6,8.2,1.05,4.8,16.8,9.1,14.6,5
223,2,2,4,2.1,9.4,1.08,3.9,17.6,9.0,11.3,1
225,0,0,0,1.9,6.3,1.08,4.1,15.6,9.4,10.2,0
227,2,0,2,3.4,10.3,1.08,4.7,17.3,9.0,10.3,0
229,1,0,1,1.5,6.2,1.07,4.1,16.2,8.9,11.6,2
230,2,5,7,2.6,8.9,1.15,3.6,16.5,9.1,14.7,6
231,0,1,1,2.2,6.1,1.08,5.3,15.8,8.9,13.0,4
232,4,0,4,2.1,11.9,1.04,4.2,17.1,7.9,10.2,0
233,5,1,6,3.7,10.7,1.09,4.8,17.1,8.4,10.4,0
235,0,7,7,2.1,5.2,1.12,4.2,17.4,8.9,15.7,6
239,2,2,4,5.3,6.0,1.15,6.6,16.2,8.9,13.3,4
241,6,1,7,4.2,4.2,1.11,7.1,14.9,8.5,12.7,2
243,2,2,4,3.1,7.1,1.27,4.9,15.3,9.5,13.0,4
246,2,4,6,2.1,8.2,1.08,3.7,17.4,8.5,14.6,6
247,0,7,7,2.6,8.5,1.05,3.6,17.7,9.1,15.3,6
251,0,0,0,2.1,3.4,1.03,5.8,17.8,8.9,15.4,6
252,1,5,6,2.6,5.5,1.12,5.0,16.5,8.9,15.3,6
253,1,1,2,1.8,6.5,1.1,4.1,16.0,9.0,10.8,1
258,4,0,4,3.9,7.7,1.09,5.1,17.2,8.4,12.1,2
260,0,2,2,3.3,5.1,1.12,6.4,16.0,9.1,13.8,5
265,3,0,3,3.0,7.1,1.1,5.2,15.8,8.4,10.3,0
268,3,0,3,3.8,5.3,1.09,6.4,17.8,8.6,13.5,0
270,0,0,0,1.2,8.2,1.01,3.6,17.9,7.9,10.8,0
272,2,2,4,1.6,5.5,1.17,3.8,15.5,8.4,12.6,4
273,2,6,8,1.7,6.9,1.11,3.7,17.9,8.7,14.9,6
275,0,1,1,1.8,6.0,1.03,4.4,15.7,8.6,13.4,4
277,2,1,3,3.5,5.3,1.04,5.9,17.7,8.3,13.8,4
278,4,4,8,1.1,8.1,1.1,3.8,17.9,8.2,10.9,1
280,0,1,1,1.6,5.9,1.05,4.2,16.0,8.6,9.9,0
283,0,2,2,2.2,3.2,1.08,6.3,18.2,8.9,15.5,6
286,0,2,2,1.6,4.0,1.03,5.2,17.8,8.4,14.7,0
287,0,0,0,2.7,7.2,1.02,5.5,17.0,8.0,12.8,0
291,1,3,4,2.1,9.0,1.07,5.1,17.4,7.9,11.7,1
292,0,1,1,0.9,3.4,1.04,5.2,17.8,7.9,15.8,6
296,1,0,1,2.1,5.6,1.05,5.0,16.1,7.9,11.7,1
298,5,6,11,0.9,8.9,1.14,4.9,16.5,7.9,11.1,1
300,0,1,1,1.0,4.2,1.06,4.6,16.0,8.4,12.9,4
302,0,4,4,2.2,6.9,1.04,5.4,16.5,7.9,11.8,0
303,1,0,1,0.9,5.2,1.02,4.6,16.1,7.8,11.5,1
306,0,0,0,1.1,6.5,1.03,3.7,15.5,8.0,10.9,1
307,2,0,2,0.9,5.8,1.05,5.3,15.9,7.9,11.3,1
312,2,0,2,2.1,5.6,1.01,5.4,18.1,7.8,13.2,0
313,0,0,0,0.6,6.4,1.01,3.7,16.7,7.7,10.7,1
315,2,0,2,1.1,5.6,1.04,5.2,17.9,7.9,13.7,4
318,0,0,0,1.4,2.8,1.01,6.1,17.6,7.9,14.5,1
321,0,0,0,1.7,6.2,1.01,5.5,16.4,7.9,10.5,0
323,0,0,0,2.3,7.0,1.02,5.0,16.6,8.1,11.8,1
326,0,0,0,0.4,2.3,1.06,6.0,14.9,7.6,13.4,4
328,0,0,0,1.5,4.4,1.01,5.4,17.7,8.2,13.7,3
330,0,0,0,1.4,4.9,1.02,5.5,18.5,7.9,14.6,0
333,1,0,1,0.6,5.6,1.03,4.9,15.5,7.6,10.3,0
334,2,4,6,0.8,5.2,1.19,4.8,16.3,7.9,14.6,6
335,0,2,2,0.0,5.0,1.03,4.6,17.7,6.9,14.4,2
336,4,2,6,3.0,7.0,1.11,5.2,17.0,7.7,12.6,1
339,4,0,4,1.1,6.3,1.06,4.4,15.9,8.1,11.0,1
340,0,0,0,0.4,5.6,1.01,3.8,16.0,7.4,10.4,0
342,0,3,3,1.1,4.5,1.2,5.0,15.3,8.3,14.0,5
345,0,0,0,1.8,6.6,1.06,3.8,17.0,7.9,13.1,3
347,0,0,0,1.1,3.2,1.02,5.9,15.9,7.6,13.9,2
351,2,0,2,0.5,4.7,1.08,4.6,16.3,7.8,12.8,3
352,0,2,2,1.3,4.5,1.04,5.1,15.5,8.2,11.3,1
355,0,0,0,0.2,4.6,1.02,4.4,17.6,7.2,15.1,6
356,0,1,1,1.1,3.3,1.01,5.4,17.1,7.9,15.5,6
358,0,2,2,0.7,4.3,1.08,3.7,15.8,8.1,12.4,3
359,0,0,0,0.4,4.9,1.01,3.9,17.8,7.4,15.0,6
361,0,0,0,0.4,2.9,1.01,5.4,15.2,7.4,13.4,3
363,0,2,2,0.9,3.0,1.03,5.2,16.5,8.2,15.1,6
364,0,2,2,0.5,3.8,1.11,4.5,15.3,7.3,14.7,6
367,0,0,0,1.6,3.7,1.05,5.2,17.4,7.9,14.6,3
368,2,1,3,0.7,5.3,1.08,3.7,17.1,7.9,14.9,6
372,0,0,0,1.5,3.9,1.04,4.7,17.8,7.9,15.0,5
373,0,3,3,0.5,4.4,1.05,4.5,17.2,7.7,15.3,6
375,1,1,2,0.7,4.0,1.08,4.7,17.5,7.8,15.6,5
377,3,3,6,0.4,4.8,1.16,4.2,16.8,7.6,14.2,5
378,2,3,5,0.9,4.0,1.07,4.3,15.7,8.1,14.0,5
382,0,1,1,0.7,3.2,1.02,5.0,16.5,7.8,13.7,3
384,0,0,0,0.1,2.5,1.0,5.1,15.3,7.1,12.3,1
385,0,0,0,1.0,5.4,1.02,3.9,17.2,8.0,14.6,5
390,2,0,2,0.9,2.4,1.04,6.4,18.2,7.8,16.1,6
393,0,0,0,0.0,2.9,1.0,3.5,16.0,6.9,13.3,3
396,0,0,0,1.2,1.2,1.01,7.1,17.4,7.9,16.0,5
397,2,0,2,0.8,5.0,1.02,3.7,16.6,8.0,14.4,5
399,0,0,0,1.2,3.8,1.03,5.2,16.0,8.5,14.2,5
402,0,0,0,0.0,3.3,1.01,3.7,15.9,7.0,14.7,6
406,0,1,1,1.0,2.9,1.03,5.2,17.0,7.9,14.8,5
409,2,2,4,0.0,4.9,1.03,3.8,16.9,6.9,14.1,5
410,0,0,0,0.0,4.0,1.01,4.7,17.5,6.9,13.8,2
411,0,0,0,0.0,2.4,1.0,4.3,15.0,7.0,12.6,2
413,0,0,0,0.6,4.5,1.02,5.2,17.5,7.5,13.9,2
414,0,0,0,0.3,5.5,1.01,3.8,17.4,7.3,13.9,4
415,0,0,0,0.1,2.3,1.01,5.4,17.7,7.1,15.7,2
417,2,2,4,0.0,4.6,1.07,4.8,17.3,6.9,14.9,4
419,0,0,0,0.2,3.2,1.01,4.0,15.4,7.4,12.1,2
424,0,0,0,0.0,1.9,1.0,5.4,15.3,6.9,12.9,0
425,0,0,0,0.0,4.7,1.0,5.1,17.8,6.7,14.4,1
431,0,0,0,0.0,1.8,1.0,5.9,17.0,6.9,15.5,1
432,0,0,0,0.0,3.8,1.0,4.1,16.9,6.6,13.3,1
434,0,0,0,0.0,3.9,1.0,3.7,15.7,6.5,11.8,0
437,0,0,0,0.0,4.1,1.0,4.3,17.8,6.6,13.4,0
439,0,0,0,0.0,1.6,1.01,6.1,17.4,6.9,15.9,3
440,1,0,1,0.0,2.7,1.01,4.9,15.5,6.9,12.0,0
441,0,0,0,0.0,2.4,1.0,3.8,15.6,5.9,13.3,3
443,1,0,1,0.0,4.0,1.01,4.3,16.7,6.4,12.6,1
445,0,4,4,0.0,2.1,1.07,4.3,17.3,6.9,16.4,6
449,0,0,0,0.0,1.0,1.0,6.4,15.3,7.0,14.6,3
452,2,0,2,0.0,3.3,1.04,3.8,17.1,6.3,15.4,5
453,0,0,0,0.0,2.6,1.02,4.7,16.6,6.8,15.0,5
456,0,0,0,0.2,1.7,1.01,5.5,16.5,7.3,15.5,6
458,0,4,4,0.0,3.2,1.03,4.0,16.2,6.4,14.6,3
459,0,1,1,0.0,2.0,1.03,4.6,16.9,6.2,15.7,1
460,0,1,1,0.0,1.9,1.03,4.3,17.0,5.9,16.3,6
463,3,0,3,0.0,3.3,1.03,4.0,15.5,5.5,12.8,0
464,0,0,0,0.0,1.6,1.0,5.2,15.1,6.2,13.8,0
465,0,0,0,0.0,2.2,1.01,4.8,15.1,6.2,13.0,1
467,0,1,1,0.0,2.0,1.03,4.4,15.3,6.0,14.2,5
469,1,0,1,0.0,2.0,1.04,4.0,15.6,5.4,13.8,0
470,0,0,0,0.0,2.0,1.0,4.3,17.0,6.6,15.3,5
481,0,0,0,0.0,2.4,1.0,4.7,15.0,6.9,13.3,3
482,0,0,0,0.0,2.5,1.0,3.7,15.8,6.9,14.0,4
567,0,0,0,2.9,4.8,1.0,5.2,9.4,11.6,9.9,0
568,0,2,2,4.7,8.4,1.05,5.4,8.1,12.1,9.7,0
569,0,4,4,5.5,10.5,1.04,4.1,8.5,11.7,10.7,1
570,0,0,0,2.6,5.2,1.0,3.9,10.5,11.7,10.8,1
571,0,5,5,2.7,5.1,1.01,4.5,10.1,11.7,10.4,0
572,2,6,8,3.6,5.9,1.09,4.3,10.9,10.9,10.0,0
573,0,2,2,3.7,6.0,1.05,4.9,8.2,10.7,9.5,0
575,0,2,2,4.1,7.4,1.06,5.4,9.2,11.7,11.6,2
576,0,0,0,3.9,8.6,1.04,3.7,10.4,11.7,13.3,4
577,1,3,4,2.7,6.2,1.03,3.9,10.9,10.4,9.9,0
579,0,0,0,3.6,8.4,1.11,3.9,8.3,11.6,14.0,5
582,4,8,12,4.8,7.0,1.12,5.8,10.2,12.0,11.2,1
583,0,3,3,2.6,6.1,1.06,4.0,9.2,11.7,11.9,2
584,0,7,7,3.9,6.1,1.04,5.3,9.8,11.6,10.5,1
586,0,2,2,2.6,4.2,1.04,5.1,8.2,10.9,9.7,0
588,1,3,4,4.6,5.6,1.08,6.8,10.2,11.1,11.7,2
589,2,5,7,7.9,11.7,1.55,4.3,10.8,11.7,12.6,3
590,0,5,5,3.7,6.8,1.0,4.8,10.6,11.2,10.5,1
593,2,6,8,3.2,6.1,1.07,5.3,8.4,12.4,10.5,1
594,0,3,3,3.4,6.7,1.03,4.5,10.2,10.7,10.9,1
596,0,8,8,3.8,5.0,1.03,6.8,11.1,12.2,10.9,1
597,0,0,0,3.7,6.6,1.12,5.1,8.4,11.7,12.4,3
599,0,0,0,3.2,7.1,1.12,4.9,9.7,11.7,14.9,6
601,0,0,0,2.7,4.9,1.07,5.3,10.7,11.7,13.2,4
602,0,2,2,2.8,5.7,1.01,3.7,9.2,10.3,10.4,1
604,0,0,0,3.0,5.9,1.04,4.3,10.7,10.9,13.2,4
606,0,2,2,2.5,5.6,1.02,3.6,9.2,10.4,10.1,1
607,0,8,8,3.0,6.8,1.01,3.7,10.3,10.9,10.1,0
609,4,2,6,8.5,10.3,1.66,4.7,10.5,11.0,14.8,6
610,2,5,7,2.9,5.5,1.06,4.0,10.6,10.4,11.4,1
611,2,2,4,4.2,8.9,1.11,4.5,8.5,11.7,13.2,4
612,2,10,12,6.1,9.0,1.56,4.7,10.6,12.0,11.7,2
614,0,2,2,2.8,5.2,1.02,4.2,8.6,10.9,9.7,0
615,0,0,0,3.7,8.7,1.07,3.7,8.3,11.7,12.5,3
618,0,3,3,2.8,5.9,1.06,3.8,10.4,11.7,13.0,3
620,4,0,4,3.2,7.6,1.12,4.1,8.1,11.7,13.2,4
621,0,0,0,2.9,6.7,1.09,4.1,10.1,11.7,14.9,6
622,0,2,2,4.1,6.5,1.02,5.2,8.5,10.5,9.6,0
624,3,1,4,4.5,7.9,1.2,5.1,8.2,10.4,14.8,6
626,2,4,6,3.3,5.3,1.1,5.3,9.3,11.6,11.1,2
628,4,0,4,5.7,12.5,1.16,4.4,8.2,11.7,14.9,6
629,0,2,2,3.2,4.8,1.01,5.4,9.6,11.0,10.1,0
630,2,3,5,3.9,7.6,1.07,3.9,9.7,10.9,12.7,2
632,0,3,3,3.3,5.7,1.1,4.7,9.6,10.8,11.9,2
635,0,2,2,3.6,7.6,1.06,4.0,8.5,10.9,11.5,2
636,4,4,8,5.3,8.4,1.08,4.7,9.9,10.5,11.9,2
638,4,3,7,5.5,6.6,1.24,6.6,7.8,10.8,12.1,3
640,0,0,0,3.6,6.2,1.07,5.7,8.6,11.6,10.7,1
642,0,2,2,2.4,4.3,1.03,5.1,8.3,9.9,9.7,0
644,6,6,12,5.8,10.6,1.21,4.0,8.1,11.7,13.9,5
645,0,0,0,3.4,7.5,1.06,3.6,10.1,10.8,14.1,5
647,2,2,4,6.3,10.7,1.13,4.3,9.2,11.3,14.4,5
650,4,2,6,6.0,6.0,1.17,7.0,10.1,10.4,12.3,3
652,2,1,3,2.7,7.4,1.12,3.8,9.8,10.6,14.7,5
655,0,7,7,4.2,8.9,1.05,4.2,10.2,10.7,12.0,2
659,2,4,6,4.3,5.6,1.27,6.4,8.3,10.2,11.3,2
660,3,9,12,5.6,9.3,1.22,4.4,10.9,11.7,10.8,1
661,1,1,2,4.0,9.2,1.14,4.8,10.2,11.3,15.2,6
664,0,1,1,3.6,8.1,1.02,3.8,9.5,10.4,12.0,2
665,8,17,25,10.6,12.8,1.75,4.9,8.5,11.2,11.0,1
667,0,6,6,4.1,6.6,1.09,4.9,9.5,11.0,10.9,2
668,0,2,2,3.9,7.3,1.01,4.7,9.1,11.7,9.9,0
670,0,0,0,2.8,3.9,1.06,6.4,8.4,11.7,9.8,0
671,0,1,1,2.5,5.5,1.07,5.4,10.4,10.3,12.7,3
672,0,2,2,3.7,8.0,1.13,4.6,9.5,11.8,13.9,5
674,6,6,12,9.3,12.4,1.42,5.0,8.6,11.2,14.2,5
677,4,1,5,4.4,8.2,1.12,4.9,9.1,11.7,11.5,1
678,0,6,6,5.4,9.5,1.03,4.5,8.7,11.5,10.6,1
680,0,8,8,5.3,10.3,1.03,3.9,9.8,11.5,10.8,1
681,2,8,10,5.3,8.1,1.05,5.4,9.3,11.5,10.7,1
683,2,4,6,6.3,10.1,1.14,4.7,9.4,11.8,9.8,0
684,4,5,9,4.5,8.2,1.08,4.7,10.4,11.8,11.2,1
685,0,4,4,4.3,8.1,1.03,3.6,8.3,10.9,9.6,0
687,0,3,3,5.9,9.4,1.07,4.4,8.9,10.9,11.9,2
688,2,12,14,4.7,10.2,1.08,4.0,9.2,10.6,9.5,0
692,20,31,51,15.1,16.9,1.98,5.2,8.8,10.9,12.4,3
695,5,2,7,4.8,8.9,1.2,5.4,9.4,10.9,13.0,4
698,6,9,15,6.8,10.9,1.28,4.0,9.9,10.4,10.2,0
699,0,2,2,2.7,5.1,1.05,4.9,10.9,11.7,13.2,4
704,0,3,3,4.1,7.4,1.05,4.0,10.4,11.9,11.3,1
706,6,12,18,10.5,16.7,1.39,4.6,7.9,11.3,13.8,5
707,4,9,13,12.6,15.4,1.64,5.1,9.3,10.4,14.9,6
708,0,25,25,6.0,13.1,1.05,3.8,9.5,10.5,10.6,0
710,0,0,0,2.7,5.4,1.05,4.0,9.9,10.9,13.3,4
713,2,0,2,6.4,9.3,1.21,4.8,8.1,10.4,13.1,4
715,8,24,32,11.2,17.5,1.32,4.0,8.2,10.9,13.2,4
717,2,30,32,7.0,14.8,1.05,4.0,9.5,10.2,10.1,0
721,2,5,7,3.4,7.0,1.05,4.1,10.1,10.4,11.7,2
723,0,4,4,3.6,6.8,1.05,3.6,10.9,10.9,13.3,4
724,0,10,10,4.2,7.7,1.04,3.6,8.3,10.3,9.6,0
726,2,14,16,5.9,9.5,1.08,5.0,10.2,10.4,10.2,0
727,0,4,4,3.5,6.0,1.02,4.5,8.3,11.1,9.6,0
728,2,14,16,4.7,10.4,1.09,4.3,9.1,10.3,9.3,0
730,4,5,9,5.2,6.8,1.25,6.0,10.3,10.4,11.0,5
731,18,30,48,10.5,16.5,1.23,4.0,10.7,10.3,10.4,0
733,4,11,15,11.7,15.4,1.77,4.9,9.1,10.4,12.5,3
735,156,168,324,50.5,52.9,4.8,4.7,11.0,11.0,12.3,3
739,0,5,5,3.3,6.0,1.04,3.8,10.9,10.4,12.2,1
741,52,75,127,31.6,35.1,3.06,5.4,10.2,11.0,13.4,4
742,0,0,0,3.1,7.3,1.07,4.0,9.8,10.9,13.2,4
743,0,7,7,3.4,6.6,1.05,3.7,10.2,10.3,11.7,1
748,8,15,23,8.5,10.5,1.39,5.4,8.2,11.0,11.1,1
749,0,12,12,4.7,9.3,1.06,3.7,9.9,10.9,11.3,1
751,0,2,2,2.7,8.1,1.08,4.0,9.4,10.4,13.1,3
753,98,119,217,42.3,47.3,3.39,4.5,8.4,10.7,11.6,1
755,31,54,85,18.5,21.3,2.02,5.6,8.9,11.7,9.4,0
759,0,8,8,3.4,8.9,1.07,4.2,9.4,11.1,11.6,1
761,8,13,21,11.7,16.7,1.7,5.3,9.1,10.8,11.8,2
763,4,11,15,7.3,14.0,1.08,3.5,8.8,10.0,10.2,0
766,5,7,12,5.0,11.0,1.15,5.0,9.0,10.9,11.5,2
768,1,0,1,5.8,12.2,1.16,5.1,8.2,9.9,14.7,6
770,0,3,3,3.3,6.4,1.02,3.8,10.6,11.2,12.5,3
772,1,13,14,5.5,10.2,1.05,4.5,8.4,10.1,9.5,0
776,19,19,38,12.0,20.1,1.29,4.8,9.3,12.0,10.1,0
780,34,45,79,15.6,17.1,2.19,5.7,8.0,10.4,12.5,3
782,0,5,5,6.4,9.0,1.06,5.4,8.1,10.5,9.5,0
785,0,10,10,6.4,7.8,1.01,6.4,9.6,10.4,9.7,0
786,150,119,269,40.2,44.2,3.4,3.7,10.9,10.4,9.3,0
790,1,1,2,3.6,6.6,1.13,5.2,11.2,10.9,15.0,6
791,0,2,2,4.1,7.8,1.06,3.6,10.7,10.8,14.4,5
793,2,2,4,4.1,8.5,1.12,3.7,9.1,10.5,15.0,6
794,5,7,12,7.6,11.2,1.7,4.9,9.3,10.4,13.6,4
795,12,13,25,9.7,13.9,2.32,3.8,10.5,10.4,12.0,2
796,2,0,2,6.5,11.3,1.17,5.4,8.7,10.0,13.2,4
797,1,5,6,3.4,7.7,1.08,3.7,10.9,10.4,12.9,3
799,1,2,3,3.3,6.6,1.08,4.6,9.5,10.7,12.7,3
805,0,3,3,3.7,5.0,1.11,6.0,10.8,10.9,12.8,3
807,116,134,250,35.9,42.5,3.84,4.7,8.9,10.4,10.6,0
808,0,0,0,4.5,11.1,1.09,4.0,9.5,10.4,14.9,6
811,1,0,1,3.0,7.4,1.11,4.6,9.1,10.4,14.8,6
812,4,2,6,7.2,11.4,1.18,5.1,8.4,9.8,14.8,6
814,0,4,4,4.0,6.7,1.08,4.6,10.8,10.3,12.0,3
815,73,94,167,31.3,38.7,2.76,4.9,8.9,10.9,11.3,1
818,27,34,61,15.6,17.6,1.78,6.4,8.7,9.5,10.5,1
821,2,18,20,8.6,13.9,1.07,5.4,9.2,10.9,10.9,1
823,58,61,119,31.7,35.0,2.06,5.5,8.1,11.2,11.5,1
824,124,93,217,38.0,40.9,2.99,4.7,8.2,9.9,10.9,1
827,4,5,9,3.4,8.6,1.15,4.5,9.5,11.7,12.7,3
829,4,15,19,8.8,15.3,1.12,5.1,9.0,10.3,11.1,1
830,68,75,143,31.5,35.2,2.95,4.2,10.0,10.3,11.5,1
831,2,5,7,3.4,10.2,1.1,4.4,8.7,11.0,12.7,3
833,0,5,5,3.6,5.7,1.03,5.4,10.5,10.4,11.7,2
835,3,13,16,9.2,13.9,1.21,4.3,9.0,10.5,11.1,1
836,0,2,2,2.7,6.0,1.05,4.2,10.6,10.5,14.2,5
838,4,2,6,3.0,9.9,1.17,5.4,9.0,9.9,13.9,5
840,2,0,2,2.6,6.5,1.13,5.0,10.1,10.4,14.1,5
843,4,13,17,10.2,12.5,1.1,6.1,9.3,10.9,10.9,1
845,16,14,30,11.4,14.0,1.19,5.9,8.6,9.8,11.2,1
847,2,1,3,6.8,13.8,1.08,4.3,8.1,10.4,12.2,2
849,0,5,5,6.4,13.1,1.09,3.9,8.2,10.9,12.2,2
851,0,3,3,3.0,6.9,1.08,3.8,9.9,10.4,12.5,2
854,12,8,20,13.7,16.8,1.18,5.9,9.3,10.9,13.3,4
857,0,4,4,14.6,18.3,1.1,5.6,8.0,10.0,11.7,2
860,2,2,4,3.0,7.1,1.09,4.0,9.8,10.4,14.1,5
866,14,11,25,12.0,19.9,1.14,4.5,8.5,11.6,12.3,2
869,4,13,17,8.0,15.7,1.09,4.4,9.1,10.4,12.4,2
870,0,1,1,3.2,7.2,1.08,4.3,9.6,10.9,13.4,4
872,22,32,54,31.8,40.1,2.1,3.5,8.8,11.6,11.6,2
873,42,59,101,17.6,22.0,2.07,3.8,10.4,10.4,12.4,2
874,34,41,75,21.9,25.9,1.56,4.6,8.4,11.7,12.1,2
875,41,62,103,24.7,31.0,1.79,4.5,9.7,10.9,10.2,0
877,6,7,13,14.4,21.0,1.29,4.9,8.9,11.8,13.6,4
881,3,0,3,2.8,7.5,1.14,5.5,10.1,10.4,13.2,4
882,7,0,7,14.4,21.9,1.25,4.5,8.4,10.9,13.2,4
886,0,12,12,8.3,12.0,1.06,5.4,9.3,10.4,8.9,0
887,20,11,31,14.7,22.5,1.26,3.7,8.8,10.9,12.0,1
888,14,21,35,12.0,19.9,1.25,4.0,9.9,10.9,12.0,1
889,49,78,127,24.3,34.5,1.84,3.8,10.0,10.4,9.6,0
891,20,38,58,17.5,25.5,1.25,3.6,10.8,11.6,10.2,0
895,14,14,28,15.0,15.6,1.21,6.7,9.6,10.9,11.4,1
897,4,16,20,14.3,22.0,1.07,3.8,8.3,10.5,11.4,1
898,26,21,47,15.0,18.1,1.68,5.2,11.0,10.9,12.8,2
900,28,59,87,22.2,26.5,1.88,3.9,10.2,10.9,10.9,1
905,38,41,79,25.7,27.3,1.77,5.7,8.3,10.7,11.5,1
906,6,5,11,4.2,13.6,1.2,4.1,9.0,11.7,13.0,3
908,32,36,68,26.9,30.2,1.97,4.6,8.2,10.4,11.6,1
910,52,58,110,29.2,31.3,2.79,5.3,8.0,10.6,10.3,1
912,12,20,32,7.7,12.4,1.3,5.1,10.5,10.4,12.7,2
919,24,27,51,22.8,27.9,1.77,4.9,8.2,11.7,12.1,2
920,10,9,19,13.4,21.0,1.09,3.9,8.4,10.4,11.6,1
921,38,52,90,6.3,24.4,1.71,4.5,10.4,10.4,9.6,0
925,18,24,42,14.7,21.1,1.24,5.2,9.6,9.9,11.9,1
932,2,22,24,9.9,18.9,1.05,4.6,9.2,10.9,9.9,0
934,8,37,45,9.2,19.5,1.24,5.6,10.6,10.3,9.7,0
936,2,11,13,8.8,13.6,1.05,5.0,8.4,11.1,9.8,0
940,28,55,83,17.1,22.7,1.63,4.2,10.4,10.9,11.0,1
941,6,7,13,3.5,11.6,1.15,3.9,8.8,10.9,13.1,3
942,0,6,6,6.5,7.9,1.07,5.4,8.0,9.9,9.6,0
943,28,55,83,11.5,21.7,1.22,3.8,9.6,10.0,9.7,0
945,20,41,61,14.6,26.8,1.84,4.0,10.3,10.9,12.0,2
946,70,73,143,7.3,26.6,1.96,3.7,9.5,10.5,10.2,0
948,14,20,34,12.9,19.4,1.14,4.2,8.5,10.9,9.7,0
960,33,61,94,17.0,24.9,1.37,3.8,9.3,11.2,9.9,0
967,24,54,78,20.4,27.0,1.53,5.0,9.0,10.4,11.5,1
969,64,72,136,24.8,26.3,2.41,5.3,8.1,10.1,9.0,0
972,2,19,21,9.5,13.6,1.05,5.9,8.8,10.9,9.8,0
979,5,2,7,3.0,9.9,1.17,5.4,9.6,10.4,13.4,3
980,0,0,0,2.8,6.9,1.1,3.9,9.6,11.7,14.1,5
985,60,73,133,21.2,23.3,1.73,5.7,8.3,11.4,9.4,0
990,77,92,169,26.2,29.9,2.63,5.8,8.6,11.7,12.5,3
992,18,37,55,8.9,18.1,1.19,3.5,9.2,10.9,9.6,0
1000,18,26,44,19.5,21.2,1.62,6.7,8.4,11.7,14.1,5
1004,0,9,9,8.6,9.2,1.06,7.3,8.9,11.7,9.8,0
1005,42,63,105,12.6,23.2,1.52,3.6,10.7,10.2,9.8,0
1013,2,0,2,2.8,7.3,1.16,5.0,8.5,11.8,14.1,5
1091,0,0,0,2.7,5.4,1.06,4.4,17.2,11.6,14.3,5
1092,0,4,4,5.0,11.7,1.03,3.7,17.7,12.4,15.2,6
1093,0,0,0,3.7,7.8,1.13,4.7,17.4,11.6,11.8,2
1094,0,0,0,3.4,6.4,1.02,4.9,16.2,11.6,15.1,6
1095,2,3,5,3.7,7.0,1.07,4.3,15.7,11.7,14.9,6
1096,0,0,0,3.0,7.4,1.1,3.8,15.9,11.7,10.1,0
1098,0,0,0,4.0,6.1,1.15,5.5,15.9,11.7,12.7,3
1099,0,0,0,2.9,6.2,1.1,4.8,15.9,11.7,11.8,2
1100,0,4,4,5.0,8.8,1.04,5.0,17.1,12.0,15.2,6
1101,0,0,0,2.9,6.1,1.05,4.5,15.9,11.7,13.5,4
1102,2,2,4,5.1,9.0,1.16,4.2,17.2,11.7,11.9,2
1103,0,3,3,3.2,7.1,1.04,5.1,16.8,12.0,14.5,6
