scenario_id,p,config,seed,spawned,passed,avg_travel_time,p95_travel_time,n_completed,zone1_avg_density,zone1_max_density,zone2_avg_density,zone2_max_density,zone3_avg_density,zone3_max_density,zone4_avg_density,zone4_max_density
p70_cfg2_s45,0.7,2,45,203,160,37.576470588235296,66.035,119,0.0602,0.1192,1.4226190476190477,3.357142857142857,0.041666666666666664,0.16666666666666666,0.09722222222222221,0.16666666666666666
p70_cfg2_s46,0.7,2,46,222,152,37.489285714285714,68.58749999999999,112,0.06713333333333334,0.1304,1.700892857142857,3.9642857142857144,0.027777777777777776,0.16666666666666666,0.09027777777777778,0.16666666666666666
p70_cfg3_s42,0.7,3,42,212,197,39.470629370629375,60.54,143,0.05993333333333334,0.1264,1.1279761904761907,3.392857142857143,0.08333333333333333,0.16666666666666666,0.09027777777777778,0.16666666666666666
p70_cfg3_s43,0.7,3,43,206,198,38.47464788732395,60.23,142,0.055933333333333335,0.1128,1.0059523809523812,2.892857142857143,0.0625,0.16666666666666666,0.08333333333333333,0.16666666666666666
p70_cfg3_s44,0.7,3,44,181,180,38.683216783216785,57.34,143,0.048133333333333334,0.1064,0.53125,1.8928571428571428,0.06944444444444443,0.16666666666666666,0.09027777777777778,0.16666666666666666
p70_cfg3_s45,0.7,3,45,203,201,39.84166666666667,58.9075,150,0.055766666666666666,0.1184,0.8377976190476191,2.8214285714285716,0.08333333333333333,0.16666666666666666,0.09722222222222221,0.3333333333333333
p70_cfg3_s46,0.7,3,46,222,203,40.24107142857143,61.955,140,0.06376666666666668,0.128,1.2485119047619049,3.5,0.09027777777777778,0.16666666666666666,0.09027777777777778,0.16666666666666666
p70_cfg4_s42,0.7,4,42,212,212,39.500680272108845,60.77499999999999,147,0.0588,0.1264,0.7321428571428571,2.5357142857142856,0.09027777777777778,0.16666666666666666,0.08333333333333333,0.16666666666666666
p70_cfg4_s43,0.7,4,43,206,206,39.54200000000001,58.900000000000006,150,0.055733333333333336,0.116,0.59375,1.8214285714285714,0.07638888888888888,0.16666666666666666,0.09722222222222221,0.16666666666666666
p70_cfg4_s44,0.7,4,44,181,181,36.98566666666667,55.637499999999996,150,0.04563333333333334,0.0984,0.38392857142857145,1.3214285714285714,0.07638888888888888,0.16666666666666666,0.09027777777777778,0.16666666666666666
p70_cfg4_s45,0.7,4,45,203,203,38.658169934640526,60.47000000000001,153,0.05456666666666667,0.1144,0.5401785714285715,1.8571428571428572,0.07638888888888888,0.16666666666666666,0.09027777777777778,0.16666666666666666
p70_cfg4_s46,0.7,4,46,222,222,39.841390728476824,60.775000000000006,151,0.06143333333333334,0.1248,0.7931547619047619,2.7857142857142856,0.09027777777777778,0.16666666666666666,0.08333333333333333,0.16666666666666666
p80_cfg1_s42,0.8,1,42,212,86,36.95466666666666,65.43,75,0.07266666666666667,0.1424,1.4077380952380951,3.9642857142857144,0.013888888888888888,0.16666666666666666,0.07638888888888888,0.16666666666666666
p80_cfg1_s43,0.8,1,43,206,85,37.51133333333333,62.88,75,0.06943333333333333,0.132,1.4315476190476193,4.0,0.013888888888888888,0.16666666666666666,0.0625,0.16666666666666666
p80_cfg1_s44,0.8,1,44,181,83,37.532394366197174,62.650000000000006,71,0.06133333333333333,0.1192,1.3913690476190474,3.6785714285714284,0.020833333333333332,0.16666666666666666,0.06944444444444443,0.16666666666666666
p80_cfg1_s45,0.8,1,45,203,94,37.03192771084338,64.87,83,0.06946666666666666,0.132,1.4166666666666667,3.9642857142857144,0.03472222222222222,0.16666666666666666,0.08333333333333333,0.16666666666666666
p80_cfg1_s46,0.8,1,46,222,84,36.77808219178082,67.48999999999997,73,0.0755,0.1416,1.4166666666666667,3.9642857142857144,0.006944444444444444,0.16666666666666666,0.06944444444444443,0.16666666666666666
