agent_id,spawn_time,queue_enter_time,sink_time,travel_time,gate_idx,is_tagless,sink_side,serviced
9929,26.55,35.050000000000004,48.35,21.8,0,0,lower,1
9930,26.75,32.7,45.050000000000004,18.300000000000004,2,0,lower,1
9931,27.55,35.45,49.2,21.650000000000002,1,0,lower,1
9932,27.950000000000003,38.550000000000004,60.150000000000006,32.2,4,0,upper,1
9933,29.450000000000003,35.75,51.150000000000006,21.700000000000003,6,0,upper,1
9934,29.650000000000002,39.35,55.150000000000006,25.500000000000004,3,1,upper,1
9935,29.950000000000003,36.0,49.35,19.4,3,1,upper,1
9936,30.75,38.900000000000006,55.550000000000004,24.800000000000004,2,0,lower,1
9937,31.0,37.1,50.300000000000004,19.300000000000004,5,0,upper,1
9938,31.200000000000003,42.150000000000006,57.400000000000006,26.200000000000003,6,0,upper,1
9939,31.75,42.95,57.050000000000004,25.300000000000004,0,0,lower,1
9940,31.950000000000003,40.7,56.550000000000004,24.6,3,1,upper,1
9942,32.25,39.900000000000006,53.7,21.450000000000003,1,0,lower,1
9943,33.45,45.45,68.3,34.849999999999994,4,0,upper,1
9945,33.95,44.5,74.25,40.3,3,1,upper,1
9946,34.75,44.0,64.10000000000001,29.35000000000001,3,1,upper,1
9947,34.95,43.5,62.800000000000004,27.85,3,1,upper,1
9948,35.2,42.1,58.300000000000004,23.1,3,1,upper,1
9949,35.4,46.050000000000004,80.2,44.800000000000004,3,1,upper,1
9950,35.6,47.75,69.15,33.550000000000004,6,0,upper,1
9952,35.85,42.6,61.050000000000004,25.200000000000003,3,1,upper,1
9953,36.050000000000004,45.050000000000004,77.65,41.6,3,1,upper,1
9954,36.25,46.550000000000004,81.9,45.650000000000006,3,1,upper,1
9956,36.5,44.900000000000006,58.6,22.1,1,0,lower,1
9957,36.7,45.550000000000004,75.10000000000001,38.400000000000006,3,1,upper,1
9958,36.9,48.25,65.05,28.15,5,0,upper,1
9961,37.800000000000004,46.6,62.300000000000004,24.5,2,0,lower,1
9964,38.0,49.400000000000006,64.85000000000001,26.85000000000001,0,0,lower,1
9965,38.2,50.25,70.85000000000001,32.650000000000006,5,0,upper,1
9967,38.45,49.6,64.0,25.549999999999997,2,0,lower,1
9969,38.650000000000006,51.25,69.9,31.25,0,0,lower,1
9970,38.85,49.300000000000004,72.55,33.699999999999996,4,0,upper,1
9971,39.050000000000004,50.75,66.55,27.499999999999993,0,0,lower,1
9972,39.300000000000004,48.650000000000006,63.150000000000006,23.85,1,0,lower,1
9974,39.5,49.650000000000006,90.4,50.900000000000006,3,1,upper,1
9975,39.7,49.150000000000006,87.85000000000001,48.150000000000006,3,1,upper,1
9976,39.95,49.800000000000004,71.7,31.75,6,0,upper,1
9977,40.150000000000006,49.800000000000004,75.95,35.8,4,0,upper,1
9979,40.35,46.400000000000006,70.0,29.65,4,0,upper,1
9981,40.6,51.650000000000006,73.4,32.800000000000004,5,0,upper,1
9982,40.800000000000004,47.050000000000004,83.60000000000001,42.800000000000004,3,1,upper,1
9984,41.0,52.150000000000006,67.65,26.650000000000006,2,0,lower,1
9986,41.25,54.25,72.45,31.200000000000003,1,0,lower,1
9987,41.45,47.800000000000004,84.45,43.0,3,1,upper,1
9988,41.650000000000006,47.650000000000006,61.900000000000006,20.25,6,0,upper,1
9991,41.900000000000006,52.650000000000006,81.05000000000001,39.150000000000006,5,0,upper,1
9993,42.1,56.300000000000004,76.15,34.050000000000004,1,0,lower,1
9994,42.300000000000004,53.650000000000006,113.35000000000001,71.05000000000001,3,1,upper,1
9996,42.550000000000004,50.650000000000006,95.5,52.949999999999996,3,1,upper,1
9997,42.75,52.650000000000006,76.80000000000001,34.05000000000001,6,0,upper,1
9998,42.95,51.75,71.60000000000001,28.650000000000006,0,0,lower,1
9999,43.2,56.85,75.25,32.05,0,0,lower,1
10000,43.400000000000006,51.7,78.5,35.099999999999994,4,0,upper,1
10001,43.6,55.150000000000006,69.05,25.449999999999996,2,0,lower,1
10004,43.85,48.95,66.3,22.449999999999996,6,0,upper,1
10005,44.050000000000004,56.95,82.75,38.699999999999996,5,0,upper,1
10008,44.25,54.75,73.3,29.049999999999997,1,0,lower,1
10011,44.5,53.7,65.7,21.200000000000003,1,0,lower,1
10012,44.7,56.1,79.35000000000001,34.650000000000006,6,0,upper,1
10013,44.900000000000006,52.150000000000006,105.7,60.8,3,1,upper,1
10014,45.150000000000006,57.400000000000006,70.75,25.599999999999994,2,0,lower,1
10016,45.35,50.150000000000006,92.95,47.6,3,1,upper,1
10018,45.550000000000004,51.650000000000006,102.30000000000001,56.75000000000001,3,1,upper,1
10019,45.800000000000004,51.150000000000006,99.75,53.949999999999996,3,1,upper,1
10021,46.0,59.45,79.30000000000001,33.30000000000001,2,0,lower,1
10023,46.2,59.1,81.9,35.7,0,0,lower,1
10025,46.45,55.35,74.4,27.950000000000003,1,0,lower,1
10026,46.650000000000006,52.650000000000006,97.2,50.55,3,1,upper,1
10028,46.85,60.25,96.35000000000001,49.50000000000001,6,0,upper,1
10030,47.050000000000004,56.650000000000006,87.0,39.949999999999996,4,0,upper,1
10032,47.300000000000004,59.050000000000004,91.25,43.949999999999996,5,0,upper,1
10034,47.5,56.6,92.10000000000001,44.60000000000001,6,0,upper,1
10036,47.7,54.150000000000006,109.95,62.25,3,1,upper,1
10037,47.95,53.150000000000006,108.25,60.3,3,1,upper,1
10042,48.150000000000006,54.650000000000006,114.2,66.05,3,1,upper,1
10043,48.35,57.650000000000006,,,3,1,,1
10044,48.6,56.150000000000006,,,3,1,,1
10048,48.800000000000004,56.150000000000006,86.15,37.35,4,0,upper,1
10049,49.0,63.95,87.65,38.650000000000006,0,0,lower,1
10050,49.25,59.550000000000004,101.45,52.2,5,0,upper,1
10052,49.45,55.650000000000006,,,3,1,,1
10055,49.650000000000006,57.650000000000006,93.80000000000001,44.150000000000006,4,0,upper,1
10057,49.900000000000006,63.95,84.75,34.849999999999994,2,0,lower,1
10063,50.1,58.6,78.45,28.35,0,0,lower,1
10065,50.300000000000004,58.650000000000006,,,3,1,,1
10066,50.550000000000004,58.550000000000004,88.7,38.15,5,0,upper,1
10069,50.75,57.150000000000006,89.55000000000001,38.80000000000001,4,0,upper,1
10070,50.95,61.800000000000004,81.0,30.049999999999997,2,0,lower,1
10073,51.2,62.6,115.05000000000001,63.85000000000001,6,0,upper,1
10077,51.400000000000006,60.050000000000004,104.0,52.599999999999994,5,0,upper,1
10081,51.6,57.45,85.30000000000001,33.70000000000001,5,0,upper,1
10084,51.85,66.5,96.25,44.4,1,0,lower,1
10086,52.050000000000004,58.45,94.65,42.6,6,0,upper,1
10087,52.25,62.400000000000006,83.60000000000001,31.35000000000001,1,0,lower,1
10090,52.5,59.75,77.60000000000001,25.10000000000001,1,0,lower,1
10093,52.7,58.150000000000006,98.9,46.2,4,0,upper,1
10095,52.900000000000006,59.150000000000006,,,3,1,,1
10098,53.150000000000006,60.75,80.15,27.0,1,0,lower,1
10100,53.35,59.650000000000006,,,3,1,,1
10102,53.550000000000004,62.95,82.75,29.199999999999996,2,0,lower,1
10103,53.800000000000004,60.650000000000006,,,3,1,,1
10104,54.0,64.65,,,3,1,,1
10107,54.2,55.150000000000006,118.45,64.25,3,1,upper,1
10108,54.45,63.150000000000006,,,3,1,,1
10112,54.650000000000006,56.650000000000006,,,3,1,,1
10113,54.85,62.1,111.65,56.800000000000004,6,0,upper,1
10114,55.050000000000004,63.45,85.60000000000001,30.550000000000004,2,0,lower,1
10116,55.300000000000004,61.400000000000006,100.60000000000001,45.300000000000004,6,0,upper,1
10117,55.5,64.3,103.15,47.650000000000006,4,0,upper,1
10118,55.7,65.25,89.60000000000001,33.900000000000006,0,0,lower,1
10122,55.95,58.150000000000006,,,3,1,,1
10126,56.150000000000006,61.150000000000006,,,3,1,,1
10128,56.35,57.150000000000006,,,3,1,,1
10132,56.6,64.8,104.85000000000001,48.25000000000001,4,0,upper,1
10133,56.800000000000004,64.15,,,3,1,,1
10136,57.0,60.650000000000006,107.4,50.400000000000006,5,0,upper,1
10138,57.25,63.650000000000006,,,3,1,,1
10140,57.45,67.5,90.7,33.25,0,0,lower,1
10142,57.650000000000006,70.2,104.65,47.0,2,0,lower,1
10144,57.900000000000006,65.65,,,3,1,,0
