time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,1,0,0
35.0,26,3,0,0
40.0,48,13,0,0
45.0,69,13,0,0
50.0,90,20,0,0
55.0,114,29,0,1
60.0,127,34,0,1
65.0,146,41,0,1
70.0,163,49,1,1
75.0,173,57,0,1
80.0,177,62,0,1
85.0,175,69,0,1
90.0,170,76,0,1
95.0,163,83,0,1
100.0,159,90,0,1
105.0,156,97,0,0
110.0,153,104,0,0
115.0,150,111,0,0
