time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,9,0,0,0
35.0,29,5,0,0
40.0,48,11,0,0
45.0,72,21,0,0
50.0,90,26,1,1
55.0,107,39,1,1
60.0,120,47,1,1
65.0,132,56,1,1
70.0,142,67,0,1
75.0,135,72,1,1
80.0,126,68,1,1
85.0,119,59,1,1
90.0,110,48,1,1
95.0,101,40,1,1
100.0,91,34,1,1
105.0,79,31,1,1
110.0,70,28,1,1
115.0,59,25,0,1
