time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,23,4,0,0
40.0,43,6,0,0
45.0,66,16,0,0
50.0,85,22,0,1
55.0,102,36,0,1
60.0,118,51,0,1
65.0,132,63,1,1
70.0,146,81,1,1
75.0,154,84,1,1
80.0,146,80,1,1
85.0,132,68,1,1
90.0,128,60,1,1
95.0,117,53,1,1
100.0,107,46,1,1
105.0,95,41,1,1
110.0,85,35,1,1
115.0,76,29,0,1
