agent_id,spawn_time,queue_enter_time,sink_time,travel_time,gate_idx,is_tagless,sink_side,serviced
44932,26.55,34.300000000000004,47.35,20.8,2,1,lower,1
44933,26.75,32.300000000000004,45.400000000000006,18.650000000000006,4,1,upper,1
44934,27.55,34.75,49.800000000000004,22.250000000000004,3,1,upper,1
44935,27.950000000000003,39.1,60.45,32.5,5,1,upper,1
44936,29.450000000000003,36.15,51.35,21.9,4,1,upper,1
44937,29.650000000000002,41.7,57.35,27.7,2,1,lower,1
44938,29.950000000000003,36.9,52.2,22.25,3,1,upper,1
44939,30.75,39.95,61.400000000000006,30.650000000000006,5,1,upper,1
44940,31.0,38.45,55.1,24.1,5,1,upper,1
44941,31.200000000000003,42.25,64.85000000000001,33.650000000000006,4,1,upper,1
44942,31.75,37.9,53.1,21.35,4,1,upper,1
44944,31.950000000000003,42.2,58.7,26.75,2,1,lower,1
44945,32.25,41.2,54.7,22.450000000000003,1,0,lower,1
44946,33.45,43.300000000000004,62.300000000000004,28.85,3,1,upper,1
44948,33.95,40.75,53.050000000000004,19.1,2,1,lower,1
44949,34.75,44.300000000000004,63.150000000000006,28.400000000000006,3,1,upper,1
44950,34.95,47.0,66.55,31.599999999999994,6,0,upper,1
44951,35.2,44.800000000000004,69.10000000000001,33.900000000000006,3,1,upper,1
44952,35.4,45.75,61.050000000000004,25.650000000000006,0,0,lower,1
44954,35.6,45.1,67.4,31.800000000000004,4,1,upper,1
44955,35.85,45.75,64.0,28.15,5,1,upper,1
44957,36.050000000000004,44.35,65.7,29.65,4,1,upper,1
44958,36.25,43.050000000000004,56.35,20.1,0,0,lower,1
44959,36.5,45.550000000000004,60.2,23.700000000000003,2,1,lower,1
44961,36.7,47.35,71.65,34.95,5,1,upper,1
44962,36.9,49.650000000000006,77.60000000000001,40.70000000000001,4,1,upper,1
44966,37.800000000000004,50.45,73.35000000000001,35.550000000000004,5,1,upper,1
44967,38.0,44.6,59.6,21.6,5,1,upper,1
44969,38.2,45.95,72.5,34.3,4,1,upper,1
44970,38.45,52.0,75.9,37.45,3,1,upper,1
44971,38.650000000000006,48.6,70.8,32.14999999999999,6,0,upper,1
44972,38.85,49.45,81.0,42.15,6,0,upper,1
44973,39.050000000000004,51.050000000000004,67.4,28.35,1,0,lower,1
44975,39.300000000000004,46.0,61.900000000000006,22.6,2,1,lower,1
44976,39.5,47.95,62.900000000000006,23.400000000000006,1,0,lower,1
44978,39.7,50.400000000000006,68.25,28.549999999999997,2,1,lower,1
44979,39.95,49.0,64.85000000000001,24.900000000000006,0,0,lower,1
44980,40.150000000000006,48.1,68.25,28.099999999999994,6,0,upper,1
44983,40.35,49.35,75.05,34.699999999999996,4,1,upper,1
44984,40.6,46.550000000000004,69.95,29.35,3,1,upper,1
44985,40.800000000000004,49.5,65.7,24.9,2,1,lower,1
44986,41.0,53.6,69.10000000000001,28.10000000000001,1,0,lower,1
44987,41.25,57.300000000000004,75.25,34.0,0,0,lower,1
44989,41.45,51.800000000000004,74.2,32.75,3,1,upper,1
44992,41.650000000000006,49.1,64.0,22.349999999999994,2,1,lower,1
44993,41.900000000000006,54.5,87.80000000000001,45.900000000000006,4,1,upper,1
44996,42.1,52.6,79.30000000000001,37.20000000000001,3,1,upper,1
44998,42.300000000000004,51.45,76.75,34.449999999999996,5,1,upper,1
45000,42.550000000000004,52.45,66.55,23.999999999999993,0,0,lower,1
45001,42.75,52.5,82.7,39.95,4,1,upper,1
45006,42.95,55.300000000000004,80.15,37.2,3,1,upper,1
45009,43.2,55.75,88.65,45.45,5,1,upper,1
45010,43.400000000000006,53.800000000000004,85.25,41.849999999999994,6,0,upper,1
45014,43.6,53.0,83.55000000000001,39.95000000000001,4,1,upper,1
45016,43.85,56.650000000000006,81.85000000000001,38.00000000000001,3,1,upper,1
45017,44.050000000000004,55.050000000000004,78.45,34.4,5,1,upper,1
45019,44.25,54.400000000000006,71.85000000000001,27.60000000000001,1,0,lower,1
45021,44.5,56.25,76.10000000000001,31.60000000000001,2,1,lower,1
45023,44.7,58.0,89.5,44.8,5,1,upper,1
45024,44.900000000000006,54.800000000000004,72.7,27.799999999999997,2,1,lower,1
45025,45.150000000000006,56.25,96.30000000000001,51.150000000000006,5,1,upper,1
45026,45.35,57.2,90.35000000000001,45.00000000000001,6,0,upper,1
45031,45.550000000000004,56.050000000000004,84.4,38.85,4,1,upper,1
45035,45.800000000000004,54.900000000000006,74.4,28.6,1,0,lower,1
45037,46.0,55.75,73.55,27.549999999999997,2,1,lower,1
45038,46.2,57.400000000000006,78.7,32.5,2,1,lower,1
45040,46.45,60.25,76.95,30.5,0,0,lower,1
45041,46.650000000000006,62.050000000000004,85.65,39.0,2,1,lower,1
45042,46.85,61.550000000000004,82.10000000000001,35.25000000000001,2,1,lower,1
45043,47.050000000000004,58.5,91.2,44.15,5,1,upper,1
45046,47.300000000000004,57.7,95.45,48.15,6,0,upper,1
45048,47.5,59.75,98.0,50.5,5,1,upper,1
45050,47.7,56.550000000000004,86.10000000000001,38.400000000000006,4,1,upper,1
45051,47.95,60.25,106.5,58.55,5,1,upper,1
45053,48.150000000000006,64.95,109.9,61.75,4,1,upper,1
45054,48.35,58.300000000000004,86.95,38.6,3,1,upper,1
45057,48.6,58.2,94.60000000000001,46.00000000000001,6,0,upper,1
45058,48.800000000000004,65.35000000000001,103.10000000000001,54.300000000000004,3,1,upper,1
45060,49.0,57.050000000000004,92.9,43.900000000000006,4,1,upper,1
45063,49.25,60.550000000000004,80.4,31.150000000000006,2,1,lower,1
45065,49.45,60.800000000000004,103.95,54.5,5,1,upper,1
45066,49.650000000000006,62.550000000000004,87.35000000000001,37.7,2,1,lower,1
45070,49.900000000000006,58.35,98.85000000000001,48.95,4,1,upper,1
45071,50.1,64.35000000000001,97.15,47.050000000000004,3,1,upper,1
45073,50.300000000000004,63.2,92.05000000000001,41.75000000000001,3,1,upper,1
45074,50.550000000000004,63.45,101.4,50.85,5,1,upper,1
45076,50.75,63.800000000000004,93.75,43.0,3,1,upper,1
45079,50.95,68.75,81.25,30.299999999999997,1,0,lower,1
45080,51.2,66.35000000000001,109.05000000000001,57.85000000000001,3,1,upper,1
45081,51.400000000000006,65.45,107.35000000000001,55.95,4,1,upper,1
45088,51.7,67.95,117.55000000000001,65.85000000000001,4,1,upper,1
