agent_id,spawn_time,queue_enter_time,sink_time,travel_time,gate_idx,is_tagless,sink_side,serviced
5292,27.200000000000003,32.85,46.550000000000004,19.35,5,0,upper,1
5293,27.5,34.050000000000004,46.900000000000006,19.400000000000006,1,0,lower,1
5294,28.450000000000003,36.45,49.300000000000004,20.85,0,0,lower,1
5295,29.0,36.5,55.300000000000004,26.300000000000004,6,0,upper,1
5296,29.25,36.45,53.650000000000006,24.400000000000006,6,0,upper,1
5297,30.450000000000003,39.25,55.050000000000004,24.6,1,0,lower,1
5298,30.700000000000003,38.35,53.050000000000004,22.35,1,0,lower,1
5299,30.900000000000002,39.35,56.85,25.95,5,0,upper,1
5300,31.1,41.150000000000006,54.150000000000006,23.050000000000004,0,0,lower,1
5301,31.35,40.650000000000006,59.400000000000006,28.050000000000004,5,0,upper,1
5302,31.55,42.650000000000006,61.150000000000006,29.600000000000005,5,0,upper,1
5303,31.75,41.900000000000006,66.8,35.05,6,0,upper,1
5304,32.050000000000004,38.300000000000004,57.7,25.65,6,0,upper,1
5305,33.35,46.6,66.15,32.800000000000004,1,0,lower,1
5306,33.6,43.550000000000004,57.800000000000004,24.200000000000003,0,0,lower,1
5307,33.800000000000004,40.050000000000004,60.300000000000004,26.5,6,0,upper,1
5308,34.0,43.150000000000006,62.900000000000006,28.900000000000006,5,0,upper,1
5310,34.65,47.5,65.3,30.65,0,0,lower,1
5311,34.85,43.95,58.550000000000004,23.700000000000003,3,1,upper,1
5312,35.1,45.800000000000004,74.5,39.4,5,0,upper,1
5313,35.300000000000004,41.25,62.050000000000004,26.75,6,0,upper,1
5314,35.5,42.900000000000006,68.5,33.0,6,0,upper,1
5315,35.75,48.1,72.05,36.3,1,0,lower,1
5316,35.95,49.25,72.9,36.95,0,0,lower,1
5318,36.15,45.0,61.300000000000004,25.150000000000006,0,0,lower,1
5320,36.4,43.400000000000006,71.05,34.65,6,0,upper,1
5321,36.6,46.050000000000004,62.550000000000004,25.950000000000003,1,0,lower,1
5322,36.800000000000004,47.6,69.5,32.699999999999996,1,0,lower,1
5324,37.0,46.1,63.6,26.6,1,0,lower,1
5325,37.25,47.900000000000006,64.45,27.200000000000003,2,1,lower,1
5326,37.45,48.75,71.2,33.75,0,0,lower,1
5327,37.65,47.550000000000004,77.05000000000001,39.40000000000001,5,0,upper,1
5329,37.9,47.5,72.75,34.85,6,0,upper,1
5330,38.1,52.300000000000004,88.60000000000001,50.50000000000001,0,0,lower,1
5332,38.300000000000004,45.300000000000004,71.9,33.6,5,0,upper,1
5333,38.550000000000004,50.85,85.60000000000001,47.050000000000004,5,0,upper,1
5335,38.75,47.1,68.4,29.650000000000006,1,0,lower,1
5336,38.95,50.800000000000004,67.65,28.700000000000003,4,1,upper,1
5337,39.2,48.5,82.2,43.0,5,0,upper,1
5338,39.400000000000006,48.0,76.2,36.8,6,0,upper,1
5343,39.6,48.6,80.30000000000001,40.70000000000001,1,0,lower,1
5345,39.85,50.300000000000004,75.75,35.9,0,0,lower,1
5349,40.050000000000004,44.800000000000004,69.35000000000001,29.300000000000004,5,0,upper,1
5351,40.25,50.1,84.15,43.900000000000006,1,0,lower,1
5352,40.5,51.550000000000004,81.35000000000001,40.85000000000001,6,0,upper,1
5353,40.7,49.75,73.95,33.25,0,0,lower,1
5355,40.900000000000006,49.1,81.15,40.25,1,0,lower,1
5357,41.150000000000006,53.300000000000004,92.10000000000001,50.95,0,0,lower,1
5360,41.35,50.35,83.9,42.550000000000004,5,0,upper,1
5361,41.550000000000004,52.550000000000004,86.45,44.9,6,0,upper,1
5362,41.800000000000004,52.550000000000004,89.0,47.199999999999996,5,0,upper,1
5363,42.0,50.6,87.75,45.75,1,0,lower,1
5365,42.2,50.800000000000004,77.30000000000001,35.10000000000001,0,0,lower,1
5366,42.45,52.050000000000004,84.75,42.3,6,0,upper,1
5371,42.650000000000006,49.35,77.9,35.25,6,0,upper,1
5372,42.85,54.300000000000004,95.0,52.15,0,0,lower,1
5373,43.1,51.550000000000004,83.05000000000001,39.95000000000001,5,0,upper,1
5376,43.300000000000004,51.300000000000004,85.0,41.699999999999996,0,0,lower,1
5378,43.5,49.6,82.05000000000001,38.55000000000001,1,0,lower,1
5379,43.75,52.800000000000004,90.30000000000001,46.55000000000001,0,0,lower,1
5383,43.95,51.75,89.45,45.5,1,0,lower,1
5384,44.150000000000006,53.550000000000004,92.60000000000001,48.45,5,0,upper,1
5385,44.400000000000006,52.050000000000004,88.15,43.75,5,0,upper,1
5386,44.6,53.6,89.85000000000001,45.25000000000001,6,0,upper,1
5387,44.800000000000004,51.050000000000004,79.65,34.85,6,0,upper,1
5390,45.0,52.35,91.25,46.25,1,0,lower,1
5392,45.25,53.050000000000004,90.7,45.45,5,0,upper,1
5393,45.45,55.900000000000006,108.65,63.2,1,0,lower,1
5396,45.650000000000006,51.800000000000004,86.05000000000001,40.400000000000006,0,0,lower,1
5397,45.900000000000006,52.85,93.80000000000001,47.900000000000006,1,0,lower,1
