time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,23,3,0,0
40.0,42,9,0,0
45.0,64,15,0,0
50.0,87,17,0,0
55.0,103,21,0,1
60.0,119,32,1,1
65.0,132,35,0,1
70.0,144,44,1,1
75.0,154,58,1,1
80.0,142,59,1,1
85.0,131,52,1,1
90.0,123,36,1,1
95.0,115,30,1,1
100.0,103,25,1,1
105.0,92,18,1,1
110.0,78,10,1,1
115.0,66,5,1,1
