time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,0,0,0,0
30.0,5,1,0,0
35.0,22,1,0,0
40.0,45,11,0,0
45.0,67,24,0,0
50.0,88,35,1,1
55.0,106,60,1,1
60.0,120,84,1,1
65.0,135,105,1,1
70.0,153,126,0,0
75.0,166,142,0,1
80.0,159,138,1,0
85.0,155,135,1,1
90.0,148,132,1,0
95.0,141,125,0,0
100.0,137,119,1,0
105.0,134,113,0,1
110.0,123,104,0,0
115.0,121,99,1,0
