agent_id,spawn_time,queue_enter_time,sink_time,travel_time,gate_idx,is_tagless,sink_side,serviced
36327,26.05,34.45,50.050000000000004,24.000000000000004,0,0,lower,1
36328,26.400000000000002,31.8,44.1,17.7,6,0,upper,1
36329,26.700000000000003,34.45,47.2,20.5,1,0,lower,1
36330,26.900000000000002,33.1,46.050000000000004,19.150000000000002,6,0,upper,1
36331,27.200000000000003,34.75,50.900000000000006,23.700000000000003,3,1,upper,1
36332,28.05,36.45,56.300000000000004,28.250000000000004,5,1,upper,1
36333,28.700000000000003,37.050000000000004,53.1,24.4,2,1,lower,1
36334,28.900000000000002,35.6,48.800000000000004,19.900000000000002,2,1,lower,1
36335,29.8,39.150000000000006,54.6,24.8,4,1,upper,1
36336,30.05,37.95,51.550000000000004,21.500000000000004,1,0,lower,1
36337,30.3,36.75,49.400000000000006,19.100000000000005,6,0,upper,1
36339,30.5,38.35,54.400000000000006,23.900000000000006,2,1,lower,1
36340,30.700000000000003,41.45,57.150000000000006,26.450000000000003,3,1,upper,1
36341,30.950000000000003,41.95,58.050000000000004,27.1,5,1,upper,1
36342,31.150000000000002,40.45,61.550000000000004,30.400000000000002,4,1,upper,1
36343,31.35,39.900000000000006,55.45,24.1,5,1,upper,1
36344,31.6,43.050000000000004,65.0,33.4,3,1,upper,1
36345,31.8,38.45,53.300000000000004,21.500000000000004,6,0,upper,1
36346,32.0,42.550000000000004,63.300000000000004,31.300000000000004,3,1,upper,1
36347,32.25,45.650000000000006,61.400000000000006,29.150000000000006,2,1,lower,1
36349,32.5,42.550000000000004,66.7,34.2,4,1,upper,1
36350,32.7,47.800000000000004,70.10000000000001,37.400000000000006,5,1,upper,1
36351,32.9,41.85,64.15,31.250000000000007,4,1,upper,1
36353,33.15,48.6,67.0,33.85,2,1,lower,1
36354,33.35,44.550000000000004,60.050000000000004,26.700000000000003,0,0,lower,1
36355,33.6,44.5,58.300000000000004,24.700000000000003,1,0,lower,1
36356,33.800000000000004,50.900000000000006,67.85000000000001,34.050000000000004,1,0,lower,1
36357,34.15,50.45,70.95,36.800000000000004,6,0,upper,1
36359,34.65,43.050000000000004,59.150000000000006,24.500000000000007,0,0,lower,1
36360,34.9,43.75,62.400000000000006,27.500000000000007,5,1,upper,1
36361,35.1,51.400000000000006,74.35000000000001,39.25000000000001,3,1,upper,1
36362,35.300000000000004,42.900000000000006,55.95,20.65,2,1,lower,1
36364,35.550000000000004,41.5,59.800000000000004,24.25,6,0,upper,1
36366,35.75,50.35,76.05,40.3,4,1,upper,1
36371,36.050000000000004,44.5,57.45,21.4,2,1,lower,1
36372,36.35,47.050000000000004,67.55,31.199999999999996,3,1,upper,1
36374,36.6,47.85,66.05,29.449999999999996,2,1,lower,1
36375,36.800000000000004,46.35,68.4,31.6,5,1,upper,1
36379,37.0,46.150000000000006,62.800000000000004,25.800000000000004,2,1,lower,1
36381,37.25,43.45,58.900000000000006,21.650000000000006,5,1,upper,1
36382,37.45,50.45,80.30000000000001,42.85000000000001,4,1,upper,1
36383,37.65,47.800000000000004,69.25,31.6,3,1,upper,1
36386,37.9,44.5,60.650000000000006,22.750000000000007,6,0,upper,1
36389,38.1,43.85,71.8,33.699999999999996,4,1,upper,1
36392,38.300000000000004,45.550000000000004,78.60000000000001,40.300000000000004,4,1,upper,1
36393,38.550000000000004,48.800000000000004,75.2,36.65,5,1,upper,1
36395,38.75,52.7,68.95,30.200000000000003,1,0,lower,1
36396,38.95,52.45,81.15,42.2,3,1,upper,1
36397,39.2,51.900000000000006,79.45,40.25,3,1,upper,1
36399,39.400000000000006,49.7,70.25,30.849999999999994,2,1,lower,1
36400,39.6,47.550000000000004,64.35000000000001,24.750000000000007,0,0,lower,1
36401,39.85,46.85,65.85000000000001,26.000000000000007,6,0,upper,1
36402,40.050000000000004,49.400000000000006,72.65,32.6,3,1,upper,1
36403,40.25,52.6,77.75,37.5,6,0,upper,1
36406,40.5,54.6,90.5,50.0,4,1,upper,1
36408,40.7,48.300000000000004,73.5,32.8,5,1,upper,1
36410,40.900000000000006,56.5,86.25,45.349999999999994,3,1,upper,1
36412,41.150000000000006,54.550000000000004,87.10000000000001,45.95,5,1,upper,1
36414,41.35,55.85,80.15,38.800000000000004,2,1,lower,1
36415,41.550000000000004,55.300000000000004,71.5,29.949999999999996,1,0,lower,1
36417,41.800000000000004,51.75,82.85000000000001,41.050000000000004,4,1,upper,1
36418,42.0,52.95,73.35000000000001,31.35000000000001,0,0,lower,1
36421,42.2,57.050000000000004,74.2,32.0,0,0,lower,1
36422,42.400000000000006,55.050000000000004,100.7,58.3,5,1,upper,1
36423,42.650000000000006,55.150000000000006,91.35000000000001,48.7,4,1,upper,1
36425,42.85,54.050000000000004,88.80000000000001,45.95000000000001,5,1,upper,1
36427,43.050000000000004,50.35,76.9,33.85,5,1,upper,1
36430,43.300000000000004,55.550000000000004,95.60000000000001,52.300000000000004,5,1,upper,1
36433,43.5,52.95,83.7,40.2,3,1,upper,1
36435,43.7,54.85,76.75,33.05,2,1,lower,1
36439,43.95,55.35,78.45,34.5,2,1,lower,1
36442,44.150000000000006,54.35,75.05,30.89999999999999,2,1,lower,1
36444,44.35,53.550000000000004,85.4,41.050000000000004,5,1,upper,1
36448,44.6,56.6,94.75,50.15,6,0,upper,1
36450,44.800000000000004,56.2,93.05000000000001,48.25000000000001,4,1,upper,1
36456,45.0,56.1,84.55000000000001,39.55000000000001,6,0,upper,1
36457,45.25,61.050000000000004,81.0,35.75,1,0,lower,1
36459,45.45,58.2,83.55000000000001,38.10000000000001,2,1,lower,1
36461,45.650000000000006,56.050000000000004,103.25,57.599999999999994,5,1,upper,1
36469,46.050000000000004,55.6,82.0,35.949999999999996,6,0,upper,1
36470,46.1,65.25,82.7,36.6,1,0,lower,1
36473,46.300000000000004,62.5,101.55000000000001,55.25000000000001,4,1,upper,1
36474,46.550000000000004,61.150000000000006,108.35000000000001,61.800000000000004,3,1,upper,1
36476,46.75,58.650000000000006,89.65,42.900000000000006,3,1,upper,1
36478,46.95,59.650000000000006,77.60000000000001,30.650000000000006,0,0,lower,1
36480,47.2,58.7,85.25,38.05,2,1,lower,1
36481,47.400000000000006,59.650000000000006,99.85000000000001,52.45,3,1,upper,1
36483,47.6,57.550000000000004,105.80000000000001,58.20000000000001,5,1,upper,1
36485,47.85,62.0,99.0,51.15,4,1,upper,1
36487,48.050000000000004,56.550000000000004,107.5,59.449999999999996,5,1,upper,1
36492,48.25,57.050000000000004,112.60000000000001,64.35000000000001,5,1,upper,1
36495,48.5,63.5,116.0,67.5,4,1,upper,1
36496,48.7,58.1,92.2,43.5,4,1,upper,1
36499,48.900000000000006,57.0,87.95,39.05,3,1,upper,1
36502,49.150000000000006,64.7,92.05000000000001,42.900000000000006,2,1,lower,1
36504,49.35,63.0,96.45,47.1,4,1,upper,1
36508,49.550000000000004,61.650000000000006,109.2,59.65,3,1,upper,1
36509,49.800000000000004,65.0,113.45,63.65,4,1,upper,1
36510,50.0,60.2,90.35000000000001,40.35000000000001,2,1,lower,1
36513,50.2,57.35,81.85000000000001,31.650000000000006,2,1,lower,1
36516,50.400000000000006,60.650000000000006,104.95,54.55,3,1,upper,1
36517,50.650000000000006,61.550000000000004,79.30000000000001,28.650000000000006,0,0,lower,1
36520,50.85,60.150000000000006,97.30000000000001,46.45000000000001,3,1,upper,1
36521,51.050000000000004,66.0,,,4,1,,1
36523,51.300000000000004,62.150000000000006,110.9,59.6,3,1,upper,1
36525,51.5,59.150000000000006,93.9,42.400000000000006,3,1,upper,1
36531,51.7,64.0,104.10000000000001,52.400000000000006,4,1,upper,1
36538,51.95,59.0,,,5,1,,1
36540,52.150000000000006,59.7,88.65,36.5,2,1,lower,1
36542,52.35,66.5,118.55000000000001,66.20000000000002,4,1,upper,1
36543,52.6,66.35000000000001,114.30000000000001,61.70000000000001,5,1,upper,1
36546,52.800000000000004,65.7,94.85000000000001,42.050000000000004,2,1,lower,1
36550,53.0,60.050000000000004,75.9,22.900000000000006,1,0,lower,1
36551,53.25,65.2,93.10000000000001,39.85000000000001,2,1,lower,1
36553,53.45,66.85000000000001,,,5,1,,1
36555,53.650000000000006,66.7,99.95,46.3,2,1,lower,1
36557,53.900000000000006,67.35000000000001,119.4,65.5,5,1,upper,1
36558,54.1,64.5,,,4,1,,1
36559,54.300000000000004,68.7,,,5,1,,1
36560,54.550000000000004,66.2,98.25,43.699999999999996,2,1,lower,1
36562,54.75,64.65,,,3,1,,1
36563,54.95,62.650000000000006,117.7,62.75,3,1,upper,1
36565,55.2,69.4,106.65,51.45,6,0,upper,1
36567,55.400000000000006,62.7,102.4,47.0,6,0,upper,1
36571,55.6,69.55,91.2,35.6,0,0,lower,1
36573,55.85,69.2,,,5,1,,1
36574,56.050000000000004,64.3,,,5,1,,1
36575,56.25,70.0,,,4,1,,1
36578,56.5,68.25,86.10000000000001,29.60000000000001,0,0,lower,1
36580,56.7,65.5,110.05000000000001,53.35000000000001,4,1,upper,1
36582,56.900000000000006,63.150000000000006,,,3,1,,1
36585,57.150000000000006,73.75,109.30000000000001,52.150000000000006,2,1,lower,1
36588,57.35,72.10000000000001,96.55000000000001,39.20000000000001,1,0,lower,1
36589,57.550000000000004,68.7,107.60000000000001,50.050000000000004,2,1,lower,1
36594,57.800000000000004,67.0,,,4,1,,1
36597,58.0,69.5,,,4,1,,1
36601,58.2,67.2,102.5,44.3,2,1,lower,1
36603,58.400000000000006,69.9,115.15,56.75,6,0,upper,1
36605,58.650000000000006,67.2,84.4,25.75,1,0,lower,1
36607,58.85,67.7,103.35000000000001,44.50000000000001,2,1,lower,1
36610,59.050000000000004,64.15,,,3,1,,1
36611,59.300000000000004,66.75,,,3,1,,1
36615,59.5,63.650000000000006,,,3,1,,1
36617,59.7,70.2,,,5,1,,1
36619,59.95,72.4,95.7,35.75,0,0,lower,1
36622,60.150000000000006,68.75,98.15,38.0,6,0,upper,1
36624,60.35,70.60000000000001,93.95,33.6,0,0,lower,1
36627,60.6,68.2,104.2,43.6,2,1,lower,1
36629,60.800000000000004,70.4,111.75,50.949999999999996,6,0,upper,1
36630,61.0,69.0,,,4,1,,1
36632,61.25,68.5,,,4,1,,1
36640,61.550000000000004,71.0,,,4,1,,1
36641,61.650000000000006,76.80000000000001,116.85000000000001,55.2,6,0,upper,1
36644,61.900000000000006,71.95,89.5,27.599999999999994,1,0,lower,1
36647,62.1,70.35000000000001,86.95,24.85,1,0,lower,1
36648,62.300000000000004,78.10000000000001,,,6,0,,1
36655,62.550000000000004,69.05,87.80000000000001,25.250000000000007,0,0,lower,1
36656,62.75,69.7,,,5,1,,1
36659,62.95,73.4,105.05000000000001,42.10000000000001,0,0,lower,1
36662,63.2,71.5,,,4,1,,1
36667,63.400000000000006,67.85000000000001,,,5,1,,1
36669,63.6,74.5,100.80000000000001,37.20000000000001,1,0,lower,1
36671,63.85,72.0,,,4,1,,1
36672,64.05,70.5,,,4,1,,1
36677,64.25,66.0,,,3,1,,1
36679,64.5,74.0,99.10000000000001,34.60000000000001,1,0,lower,1
36680,64.7,74.75,112.05000000000001,47.35000000000001,2,1,lower,1
36683,64.9,76.75,117.9,53.0,2,1,lower,1
36684,65.15,72.4,,,3,1,,1
36686,65.35000000000001,72.9,97.4,32.05,0,0,lower,1
36687,65.55,73.9,106.75,41.2,0,0,lower,1
36689,65.8,79.0,101.65,35.85000000000001,1,0,lower,1
36693,66.0,72.9,,,3,1,,1
36696,66.2,75.8,,,5,1,,1
36698,66.4,75.75,114.85000000000001,48.45,2,1,lower,1
36700,66.65,74.75,,,5,1,,1
36701,66.85000000000001,71.05,,,3,1,,1
36703,67.05,76.3,,,5,1,,1
36705,67.3,72.5,,,4,1,,1
36707,67.5,75.25,113.35000000000001,45.85000000000001,2,1,lower,1
36710,67.7,80.15,108.45,40.75,0,0,lower,1
36711,67.95,76.25,116.4,48.45,2,1,lower,1
36714,68.15,71.2,,,5,1,,1
36717,68.55,71.55,,,3,1,,1
36720,68.8,75.3,,,5,1,,1
36724,69.35000000000001,74.25,111.0,41.64999999999999,2,1,lower,1
36728,69.60000000000001,75.75,,,3,1,,1
36730,69.8,80.45,,,6,0,,1
36735,71.15,76.2,,,4,1,,1
36738,71.8,84.05000000000001,110.15,38.35000000000001,1,0,lower,1
36742,72.7,79.95,,,6,0,,1
36745,73.65,79.75,,,3,1,,1
36748,73.95,83.55000000000001,105.9,31.950000000000003,1,0,lower,1
36754,75.5,81.35000000000001,,,4,1,,1
36756,75.9,82.35000000000001,,,6,0,,1
36757,76.10000000000001,80.30000000000001,119.4,43.3,2,1,lower,1
36775,80.05000000000001,85.35000000000001,,,5,1,,1
36777,80.25,84.30000000000001,,,6,0,,1
36779,80.85000000000001,84.85000000000001,,,5,1,,1
36791,83.7,90.10000000000001,,,3,1,,1
36794,84.65,90.65,,,6,0,,1
36800,86.05000000000001,94.60000000000001,,,2,1,,1
36830,95.15,101.15,,,5,1,,1
