time,zone1_count,zone2_count,zone3_count,zone4_count
0.0,0,0,0,0
5.0,0,0,0,0
10.0,0,0,0,0
15.0,0,0,0,0
20.0,0,0,0,0
25.0,1,0,0,0
30.0,5,1,0,0
35.0,25,3,0,0
40.0,46,7,0,0
45.0,67,11,0,0
50.0,89,20,0,0
55.0,109,26,1,0
60.0,124,33,1,1
65.0,134,42,1,1
70.0,146,53,1,1
75.0,156,65,1,1
80.0,153,78,1,1
85.0,143,66,1,1
90.0,133,50,1,1
95.0,125,37,1,1
100.0,114,25,1,1
105.0,101,13,1,1
110.0,91,3,1,1
115.0,81,0,1,1
