agent_id,spawn_time,queue_enter_time,sink_time,travel_time,gate_idx,is_tagless,sink_side,serviced
12309,26.55,34.6,48.7,22.150000000000002,0,0,lower,1
12310,26.75,32.15,45.300000000000004,18.550000000000004,5,0,upper,1
12311,27.55,34.9,47.85,20.3,1,0,lower,1
12312,27.950000000000003,36.300000000000004,54.400000000000006,26.450000000000003,4,1,upper,1
12313,29.450000000000003,37.7,52.800000000000004,23.35,3,1,upper,1
12314,29.650000000000002,35.85,49.300000000000004,19.650000000000002,6,0,upper,1
12316,29.950000000000003,35.45,48.400000000000006,18.450000000000003,4,1,upper,1
12317,30.75,37.25,51.85,21.1,2,0,lower,1
12318,31.0,42.400000000000006,61.050000000000004,30.050000000000004,3,1,upper,1
12320,31.200000000000003,40.300000000000004,58.95,27.75,5,0,upper,1
12321,31.75,42.7,58.800000000000004,27.050000000000004,0,0,lower,1
12323,31.950000000000003,39.75,53.900000000000006,21.950000000000003,1,0,lower,1
12324,32.25,44.650000000000006,60.2,27.950000000000003,4,1,upper,1
12325,33.45,40.1,55.400000000000006,21.950000000000003,1,0,lower,1
12327,33.95,40.800000000000004,55.900000000000006,21.950000000000003,3,1,upper,1
12328,34.75,43.050000000000004,57.400000000000006,22.650000000000006,4,1,upper,1
12329,34.95,47.300000000000004,67.05,32.099999999999994,6,0,upper,1
12330,35.2,47.900000000000006,63.550000000000004,28.35,4,1,upper,1
12331,35.4,49.5,72.5,37.1,2,0,lower,1
12332,35.6,43.6,62.050000000000004,26.450000000000003,6,0,upper,1
12334,35.85,48.650000000000006,66.2,30.35,5,0,upper,1
12335,36.050000000000004,51.95,78.15,42.1,5,0,upper,1
12337,36.25,44.050000000000004,60.650000000000006,24.400000000000006,0,0,lower,1
12338,36.5,44.550000000000004,59.800000000000004,23.300000000000004,2,0,lower,1
12340,36.7,51.45,72.2,35.5,3,1,upper,1
12343,36.9,47.650000000000006,69.65,32.75000000000001,3,1,upper,1
12345,37.800000000000004,48.0,63.300000000000004,25.5,1,0,lower,1
12346,38.0,48.7,67.95,29.950000000000003,5,0,upper,1
12347,38.2,55.900000000000006,81.0,42.8,1,0,lower,1
12348,38.45,52.95,71.15,32.7,0,0,lower,1
12350,38.650000000000006,45.75,61.550000000000004,22.9,2,0,lower,1
